Source,Target,Type
"family:Accipitridae","modality:Mechanoreception","HAS_SENSE"
"family:Eremobatidae","order:Solifugae","MEMBER_OF"
"family:Omomyidae","order:Primates","MEMBER_OF"
"family:Omomyidae","modality:Photoreception","HAS_SENSE"
"family:Omomyidae","modality:Mechanoreception","HAS_SENSE"
"family:Omomyidae","modality:Chemoreception","HAS_SENSE"
"family:Austrolimulidae","order:Xiphosura","MEMBER_OF"
"family:Austrolimulidae","modality:Mechanoreception","HAS_SENSE"
"family:Cardiidae","order:Unknown","MEMBER_OF"
"family:Cardiidae","modality:Mechanoreception","HAS_SENSE"
"family:Cardiidae","modality:Chemoreception","HAS_SENSE"
"family:Didemnidae","order:Aplousobranchia","MEMBER_OF"
"family:Didemnidae","modality:Chemoreception","HAS_SENSE"
"family:Didemnidae","modality:Mechanoreception","HAS_SENSE"
"family:Didemnidae","modality:Photoreception","HAS_SENSE"
"family:Discinidae","order:Unknown","MEMBER_OF"
"family:Discinidae","modality:Mechanoreception","HAS_SENSE"
"family:Discinidae","modality:Chemoreception","HAS_SENSE"
"family:Carabidae","order:Adephaga","MEMBER_OF"
"family:Carabidae","modality:Photoreception","HAS_SENSE"
"family:Carabidae","modality:Chemoreception","HAS_SENSE"
"family:Carabidae","modality:Mechanoreception","HAS_SENSE"
"family:Libellulidae","order:Odonata","MEMBER_OF"
"family:Libellulidae","modality:Photoreception","HAS_SENSE"
"family:Libellulidae","modality:Mechanoreception","HAS_SENSE"
"family:Eutetrarhynchidae","order:Trypanorhyncha","MEMBER_OF"
"family:Eutetrarhynchidae","modality:Mechanoreception","HAS_SENSE"
"family:Eutetrarhynchidae","modality:Chemoreception","HAS_SENSE"
"family:Dendrocoelidae","order:Tricladida","MEMBER_OF"
"family:Dendrocoelidae","modality:Photoreception","HAS_SENSE"
"family:Dendrocoelidae","modality:Chemoreception","HAS_SENSE"
"family:Dendrocoelidae","modality:Mechanoreception","HAS_SENSE"
"family:Spirostreptidae","order:Spirostreptida","MEMBER_OF"
"family:Spirostreptidae","modality:Chemoreception","HAS_SENSE"
"family:Spirostreptidae","modality:Mechanoreception","HAS_SENSE"
"family:Rivulidae","order:Cyprinodontiformes","MEMBER_OF"
"family:Rivulidae","modality:Photoreception","HAS_SENSE"
"family:Rivulidae","modality:Mechanoreception","HAS_SENSE"
"family:Rivulidae","modality:Chemoreception","HAS_SENSE"
"family:Typhlotanaidae","order:Tanaidacea","MEMBER_OF"
"family:Typhlotanaidae","modality:Mechanoreception","HAS_SENSE"
"family:Typhlotanaidae","modality:Chemoreception","HAS_SENSE"
"family:Biemnidae","order:Biemnida","MEMBER_OF"
"family:Biemnidae","modality:Chemoreception","HAS_SENSE"
"family:Biemnidae","modality:Mechanoreception","HAS_SENSE"
"family:Prochaetodermatidae","order:Chaetodermomorpha","MEMBER_OF"
"family:Prochaetodermatidae","modality:Mechanoreception","HAS_SENSE"
"family:Prochaetodermatidae","modality:Chemoreception","HAS_SENSE"
"family:Helicidae","order:Stylommatophora","MEMBER_OF"
"family:Helicidae","modality:Photoreception","HAS_SENSE"
"family:Helicidae","modality:Chemoreception","HAS_SENSE"
"family:Helicidae","modality:Mechanoreception","HAS_SENSE"
"family:Cytherellidae","order:Platycopida","MEMBER_OF"
"family:Cytherellidae","modality:Photoreception","HAS_SENSE"
"family:Cytherellidae","modality:Mechanoreception","HAS_SENSE"
"family:Cytherellidae","modality:Chemoreception","HAS_SENSE"
"family:Ceratodontidae","order:Unknown","MEMBER_OF"
"family:Coniopterygidae","order:Neuroptera","MEMBER_OF"
"family:Coniopterygidae","modality:Photoreception","HAS_SENSE"
"family:Coniopterygidae","modality:Mechanoreception","HAS_SENSE"
"family:Plectidae","order:Araeolaimida","MEMBER_OF"
"family:Plectidae","modality:Chemoreception","HAS_SENSE"
"family:Plectidae","modality:Mechanoreception","HAS_SENSE"
"family:Plectidae","modality:Photoreception","HAS_SENSE"
"family:Lybiidae","order:Unknown","MEMBER_OF"
"family:Lybiidae","modality:Photoreception","HAS_SENSE"
"family:Lybiidae","modality:Mechanoreception","HAS_SENSE"
"family:Loxokalypodidae","order:Coloniales","MEMBER_OF"
"family:Doliopsidae","order:Doliolida","MEMBER_OF"
"family:Megaleledonidae","order:Octopoda","MEMBER_OF"
"family:Megaleledonidae","modality:Photoreception","HAS_SENSE"
"family:Megaleledonidae","modality:Mechanoreception","HAS_SENSE"
"family:Megaleledonidae","modality:Chemoreception","HAS_SENSE"
"family:Dilepididae","order:Cyclophyllidea","MEMBER_OF"
"family:Dilepididae","modality:Chemoreception","HAS_SENSE"
"family:Dilepididae","modality:Mechanoreception","HAS_SENSE"
"family:Bittacidae","order:Mecoptera","MEMBER_OF"
"family:Bittacidae","modality:Photoreception","HAS_SENSE"
"family:Bittacidae","modality:Mechanoreception","HAS_SENSE"
"family:Bittacidae","modality:Chemoreception","HAS_SENSE"
"family:Echinothuriidae","order:Echinothurioida","MEMBER_OF"
"family:Echinothuriidae","modality:Mechanoreception","HAS_SENSE"
"family:Echinothuriidae","modality:Chemoreception","HAS_SENSE"
"family:Polycitoridae","order:Aplousobranchia","MEMBER_OF"
"family:Polycitoridae","modality:Chemoreception","HAS_SENSE"
"family:Polycitoridae","modality:Mechanoreception","HAS_SENSE"
"family:Muridae","order:Rodentia","MEMBER_OF"
"family:Muridae","modality:Photoreception","HAS_SENSE"
"family:Muridae","modality:Mechanoreception","HAS_SENSE"
"family:Muridae","modality:Chemoreception","HAS_SENSE"
"family:Cretoxyrhinidae","order:Lamniformes","MEMBER_OF"
"family:Cretoxyrhinidae","modality:Photoreception","HAS_SENSE"
"family:Cretoxyrhinidae","modality:Mechanoreception","HAS_SENSE"
"family:Cretoxyrhinidae","modality:Electroreception","HAS_SENSE"
"family:Cretoxyrhinidae","modality:Chemoreception","HAS_SENSE"
"family:Trachycladidae","order:Trachycladida","MEMBER_OF"
"family:Trachycladidae","modality:Mechanoreception","HAS_SENSE"
"family:Trachycladidae","modality:Chemoreception","HAS_SENSE"
"family:Ulmaridae","order:Unknown","MEMBER_OF"
"family:Ulmaridae","modality:Mechanoreception","HAS_SENSE"
"family:Ulmaridae","modality:Chemoreception","HAS_SENSE"
"family:Plakinidae","order:Homoscleromorpha","MEMBER_OF"
"family:Plakinidae","modality:Chemoreception","HAS_SENSE"
"family:Plakinidae","modality:Mechanoreception","HAS_SENSE"
"family:Otoplanidae","order:Proseriata","MEMBER_OF"
"family:Peltospiridae","order:Neomphalina","MEMBER_OF"
"family:Peltospiridae","modality:Chemoreception","HAS_SENSE"
"family:Peltospiridae","modality:Mechanoreception","HAS_SENSE"
"family:Siboglinidae","order:Polychaeta","MEMBER_OF"
"family:Siboglinidae","modality:Chemoreception","HAS_SENSE"
"family:Siboglinidae","modality:Mechanoreception","HAS_SENSE"
"family:Phascolosomatidae","order:Phascolosomatida","MEMBER_OF"
"family:Myliobatidae","order:Not Available","MEMBER_OF"
"family:Myliobatidae","modality:Photoreception","HAS_SENSE"
"family:Myliobatidae","modality:Mechanoreception","HAS_SENSE"
"family:Myliobatidae","modality:Electroreception","HAS_SENSE"
"family:Myliobatidae","modality:Chemoreception","HAS_SENSE"
"family:Rajidae","order:Rajiformes","MEMBER_OF"
"family:Rajidae","modality:Electroreception","HAS_SENSE"
"family:Rajidae","modality:Mechanoreception","HAS_SENSE"
"family:Rajidae","modality:Chemoreception","HAS_SENSE"
"family:Rajidae","modality:Photoreception","HAS_SENSE"
"family:Molpadiodemidae","order:Unknown","MEMBER_OF"
"family:Molpadiodemidae","modality:Mechanoreception","HAS_SENSE"
"family:Molpadiodemidae","modality:Chemoreception","HAS_SENSE"
"family:Callipallenidae","order:Unknown","MEMBER_OF"
"family:Lyroctenidae","order:Ctenophora","MEMBER_OF"
"family:Lyroctenidae","modality:Mechanoreception","HAS_SENSE"
"family:Lyroctenidae","modality:Chemoreception","HAS_SENSE"
"family:Nebaliidae","order:Leptostraca","MEMBER_OF"
"family:Termitidae","order:Isoptera","MEMBER_OF"
"family:Termitidae","modality:Chemoreception","HAS_SENSE"
"family:Termitidae","modality:Mechanoreception","HAS_SENSE"
"family:Arthrosphaeridae","order:Sphaerotheriida","MEMBER_OF"
"family:Arthrosphaeridae","modality:Mechanoreception","HAS_SENSE"
"family:Arthrosphaeridae","modality:Chemoreception","HAS_SENSE"
"family:Corellidae","order:Phlebobranchia","MEMBER_OF"
"family:Corellidae","modality:Chemoreception","HAS_SENSE"
"family:Corellidae","modality:Mechanoreception","HAS_SENSE"
"family:Rondeletiidae","order:Unknown","MEMBER_OF"
"family:Rondeletiidae","modality:Photoreception","HAS_SENSE"
"family:Rondeletiidae","modality:Mechanoreception","HAS_SENSE"
"family:Rondeletiidae","modality:Chemoreception","HAS_SENSE"
"family:Rondeletiidae","modality:Tominaga's organ","HAS_SENSE"
"family:Probathylepadidae","order:Sessilia","MEMBER_OF"
"family:Probathylepadidae","modality:Mechanoreception","HAS_SENSE"
"family:Probathylepadidae","modality:Chemoreception","HAS_SENSE"
"family:Aepyornithidae","order:Aepyornithiformes","MEMBER_OF"
"family:Aepyornithidae","modality:Photoreception","HAS_SENSE"
"family:Aepyornithidae","modality:Mechanoreception","HAS_SENSE"
"family:Aepyornithidae","modality:Chemoreception","HAS_SENSE"
"family:Synallactidae","order:Synallactida","MEMBER_OF"
"family:Tentaculariidae","order:Trypanorhyncha","MEMBER_OF"
"family:Tentaculariidae","modality:Mechanoreception","HAS_SENSE"
"family:Semelidae","order:Cardiida","MEMBER_OF"
"family:Semelidae","modality:Mechanoreception","HAS_SENSE"
"family:Semelidae","modality:Chemoreception","HAS_SENSE"
"family:Psittacidae","order:Psittaciformes","MEMBER_OF"
"family:Psittacidae","modality:Photoreception","HAS_SENSE"
"family:Psittacidae","modality:Mechanoreception","HAS_SENSE"
"family:Aphelenchoididae","order:Aphelenchida","MEMBER_OF"
"family:Aphelenchoididae","modality:Chemoreception","HAS_SENSE"
"family:Aphelenchoididae","modality:Mechanoreception","HAS_SENSE"
"family:Misophriidae","order:Misophrioida","MEMBER_OF"
"family:Misophriidae","modality:Mechanoreception","HAS_SENSE"
"family:Misophriidae","modality:Chemoreception","HAS_SENSE"
"family:Elephantidae","modality:Photoreception","HAS_SENSE"
"family:Elephantidae","modality:Mechanoreception","HAS_SENSE"
"family:Elephantidae","modality:Chemoreception","HAS_SENSE"
"family:Notommatidae","order:Ploima","MEMBER_OF"
"family:Ichthyophiidae","order:Gymnophiona","MEMBER_OF"
"family:Ichthyophiidae","modality:Photoreception","HAS_SENSE"
"family:Ichthyophiidae","modality:Chemoreception","HAS_SENSE"
"family:Ichthyophiidae","modality:Mechanoreception","HAS_SENSE"
"family:Neoscopelidae","order:Unknown","MEMBER_OF"
"family:Neoscopelidae","modality:Photoreception","HAS_SENSE"
"family:Neoscopelidae","modality:Mechanoreception","HAS_SENSE"
"family:Neoscopelidae","modality:Chemoreception","HAS_SENSE"
"family:Nanaloricidae","order:Unknown","MEMBER_OF"
"family:Nanaloricidae","modality:Mechanoreception","HAS_SENSE"
"family:Nanaloricidae","modality:Chemoreception","HAS_SENSE"
"family:Braconidae","order:Hymenoptera","MEMBER_OF"
"family:Braconidae","modality:Photoreception","HAS_SENSE"
"family:Braconidae","modality:Chemoreception","HAS_SENSE"
"family:Braconidae","modality:Mechanoreception","HAS_SENSE"
"family:Siphonopidae","order:Gymnophiona","MEMBER_OF"
"family:Siphonopidae","modality:Chemoreception","HAS_SENSE"
"family:Siphonopidae","modality:Mechanoreception","HAS_SENSE"
"family:Ascidiidae","order:Ascidiacea","MEMBER_OF"
"family:Ascidiidae","modality:Chemoreception","HAS_SENSE"
"family:Ascidiidae","modality:Mechanoreception","HAS_SENSE"
"family:Bonelliidae","order:Echiura","MEMBER_OF"
"family:Bonelliidae","modality:Chemoreception","HAS_SENSE"
"family:Bonelliidae","modality:Mechanoreception","HAS_SENSE"
"family:Sclerosomatidae","order:Opiliones","MEMBER_OF"
"family:Sclerosomatidae","modality:Mechanoreception","HAS_SENSE"
"family:Sclerosomatidae","modality:Chemoreception","HAS_SENSE"
"family:Reighardiidae","order:Reighardiida","MEMBER_OF"
"family:Reighardiidae","modality:Chemoreception","HAS_SENSE"
"family:Reighardiidae","modality:Mechanoreception","HAS_SENSE"
"family:Merliidae","order:Merliida","MEMBER_OF"
"family:Merliidae","modality:Mechanoreception","HAS_SENSE"
"family:Merliidae","modality:Chemoreception","HAS_SENSE"
"family:Entomobryidae","order:Entomobryomorpha","MEMBER_OF"
"family:Entomobryidae","modality:Mechanoreception","HAS_SENSE"
"family:Entomobryidae","modality:Chemoreception","HAS_SENSE"
"family:Petalophthalmidae","order:Mysida","MEMBER_OF"
"family:Petalophthalmidae","modality:Mechanoreception","HAS_SENSE"
"family:Petalophthalmidae","modality:Chemoreception","HAS_SENSE"
"family:Acrididae","order:Caelifera","MEMBER_OF"
"family:Acrididae","modality:Photoreception","HAS_SENSE"
"family:Acrididae","modality:Mechanoreception","HAS_SENSE"
"family:Leucettidae","order:Unknown","MEMBER_OF"
"family:Leucettidae","modality:Mechanoreception","HAS_SENSE"
"family:Leucettidae","modality:Chemoreception","HAS_SENSE"
"family:Centroderidae","order:Cyclorhagida","MEMBER_OF"
"family:Centroderidae","modality:Mechanoreception","HAS_SENSE"
"family:Centroderidae","modality:Chemoreception","HAS_SENSE"
"family:Canidae","modality:Photoreception","HAS_SENSE"
"family:Canidae","modality:Mechanoreception","HAS_SENSE"
"family:Canidae","modality:Chemoreception","HAS_SENSE"
"family:Gobiesocidae","order:Blenniiformes","MEMBER_OF"
"family:Gobiesocidae","modality:Photoreception","HAS_SENSE"
"family:Gobiesocidae","modality:Mechanoreception","HAS_SENSE"
"family:Gobiesocidae","modality:Chemoreception","HAS_SENSE"
"family:Microcotylidae","order:Polyopisthocotylea","MEMBER_OF"
"family:Microcotylidae","modality:Chemoreception","HAS_SENSE"
"family:Microcotylidae","modality:Mechanoreception","HAS_SENSE"
"family:Halammohydridae","order:Actinulida","MEMBER_OF"
"family:Trichuridae","order:Trichocephalida","MEMBER_OF"
"family:Trichuridae","modality:Chemoreception","HAS_SENSE"
"family:Trichuridae","modality:Mechanoreception","HAS_SENSE"
"family:Trichuridae","modality:Photoreception","HAS_SENSE"
"family:Parajulidae","order:Julida","MEMBER_OF"
"family:Parajulidae","modality:Mechanoreception","HAS_SENSE"
"family:Parajulidae","modality:Chemoreception","HAS_SENSE"
"family:Alepocephalidae","order:Unspecified","MEMBER_OF"
"family:Alepocephalidae","modality:Mechanoreception","HAS_SENSE"
"family:Alepocephalidae","modality:Chemoreception","HAS_SENSE"
"family:Blaberidae","order:Blattodea","MEMBER_OF"
"family:Blaberidae","modality:Photoreception","HAS_SENSE"
"family:Blaberidae","modality:Mechanoreception","HAS_SENSE"
"family:Blaberidae","modality:Chemoreception","HAS_SENSE"
"family:Thecideidae","order:Thecideida","MEMBER_OF"
"family:Bucephalidae","order:Trematoda","MEMBER_OF"
"family:Bucephalidae","modality:Chemoreception","HAS_SENSE"
"family:Bucephalidae","modality:Mechanoreception","HAS_SENSE"
"family:Chelodesmidae","order:Polydesmida","MEMBER_OF"
"family:Chelodesmidae","modality:Chemoreception","HAS_SENSE"
"family:Chelodesmidae","modality:Mechanoreception","HAS_SENSE"
"family:Cirolanidae","order:Isopoda","MEMBER_OF"
"family:Cirolanidae","modality:Chemoreception","HAS_SENSE"
"family:Cirolanidae","modality:Mechanoreception","HAS_SENSE"
"family:Cobitidae","order:Unknown","MEMBER_OF"
"family:Cobitidae","modality:Photoreception","HAS_SENSE"
"family:Cobitidae","modality:Mechanoreception","HAS_SENSE"
"family:Cobitidae","modality:Chemoreception","HAS_SENSE"
"family:Macroscelididae","order:Macroscelidea","MEMBER_OF"
"family:Macroscelididae","modality:Photoreception","HAS_SENSE"
"family:Macroscelididae","modality:Chemoreception","HAS_SENSE"
"family:Macroscelididae","modality:Mechanoreception","HAS_SENSE"
"family:Philodinidae","order:Bdelloidea","MEMBER_OF"
"family:Macropodidae","order:Macropodiformes","MEMBER_OF"
"family:Macropodidae","modality:Photoreception","HAS_SENSE"
"family:Macropodidae","modality:Mechanoreception","HAS_SENSE"
"family:Macropodidae","modality:Chemoreception","HAS_SENSE"
"family:Halicreatidae","order:Hydroida","MEMBER_OF"
"family:Halicreatidae","modality:Mechanoreception","HAS_SENSE"
"family:Halicreatidae","modality:Chemoreception","HAS_SENSE"
"family:Paronellidae","order:Entomobryomorpha","MEMBER_OF"
"family:Paronellidae","modality:Chemoreception","HAS_SENSE"
"family:Paronellidae","modality:Mechanoreception","HAS_SENSE"
"family:Cocculinidae","order:Gastropoda","MEMBER_OF"
"family:Cocculinidae","modality:Chemoreception","HAS_SENSE"
"family:Cocculinidae","modality:Mechanoreception","HAS_SENSE"
"family:Gasterosteidae","order:Unspecified","MEMBER_OF"
"family:Gasterosteidae","modality:Photoreception","HAS_SENSE"
"family:Gasterosteidae","modality:Mechanoreception","HAS_SENSE"
"family:Gasterosteidae","modality:Chemoreception","HAS_SENSE"
"family:Trochidae","order:Vetigastropoda","MEMBER_OF"
"family:Aphididae","order:Hemiptera","MEMBER_OF"
"family:Aphididae","modality:Chemoreception","HAS_SENSE"
"family:Aphididae","modality:Mechanoreception","HAS_SENSE"
"family:Farreidae","order:Sceptrulophora","MEMBER_OF"
"family:Gruidae","order:Gruiformes","MEMBER_OF"
"family:Gruidae","modality:Photoreception","HAS_SENSE"
"family:Gruidae","modality:Mechanoreception","HAS_SENSE"
"family:Lophotidae","order:Lampriformes","MEMBER_OF"
"family:Lophotidae","modality:Photoreception","HAS_SENSE"
"family:Lophotidae","modality:Chemoreception","HAS_SENSE"
"family:Lophotidae","modality:Mechanoreception","HAS_SENSE"
"family:Triloculariidae","order:Tetraphyllidea","MEMBER_OF"
"family:Triloculariidae","modality:Chemoreception","HAS_SENSE"
"family:Triloculariidae","modality:Mechanoreception","HAS_SENSE"
"family:Triloculariidae","modality:Photoreception","HAS_SENSE"
"family:Neritidae","order:Unknown","MEMBER_OF"
"family:Neritidae","modality:Photoreception","HAS_SENSE"
"family:Neritidae","modality:Chemoreception","HAS_SENSE"
"family:Neritidae","modality:Mechanoreception","HAS_SENSE"
"family:Polynoidae","order:Polychaeta","MEMBER_OF"
"family:Polynoidae","modality:Mechanoreception","HAS_SENSE"
"family:Polynoidae","modality:Chemoreception","HAS_SENSE"
"family:Typhloplanidae","order:Rhabdocoela","MEMBER_OF"
"family:Typhloplanidae","modality:Chemoreception","HAS_SENSE"
"family:Typhloplanidae","modality:Mechanoreception","HAS_SENSE"
"family:Gonostomatidae","order:Unknown","MEMBER_OF"
"family:Gonostomatidae","modality:Photoreception","HAS_SENSE"
"family:Gonostomatidae","modality:Mechanoreception","HAS_SENSE"
"family:Gonostomatidae","modality:Chemoreception","HAS_SENSE"
"family:Podicipedidae","order:Podicipediformes","MEMBER_OF"
"family:Podicipedidae","modality:Photoreception","HAS_SENSE"
"family:Podicipedidae","modality:Mechanoreception","HAS_SENSE"
"family:Stomopneustidae","order:Stomopneustoida","MEMBER_OF"
"family:Stomopneustidae","modality:Mechanoreception","HAS_SENSE"
